family,psi_json,lam,lam_tie,reward_scale,kappa_t_max,kappa_t_json,sign_family,horizon,gamma,contest_gap_abs,contest_gap_norm,contest_occupancy_ref,margin_pos,margin_pos_norm,delta_d,mass_delta_d,policy_disagreement,start_state_flip,value_gap,value_gap_norm,clip_fraction,clip_inactive_fraction,clip_saturation_fraction,raw_local_deriv_mean,raw_local_deriv_p50,raw_local_deriv_p90,raw_local_deriv_max,raw_convergence_status,_promoted,_promotion_reason,promotion_mode
A,"{""L"": 4, ""R"": 2.0, ""bump_center"": 2, ""bump_strength"": 0.5, ""bump_width"": 1.0, ""gamma"": 0.95, ""p_transit"": 0.95, ""shape"": ""one_bump"", ""stochastic"": true}",0.3927179915929917,0.3927179915929917,2.0,0.965,"[0.9554925, 0.9554925, 0.9576920619420354, 0.965]",1,4,0.95,2.220446049250313e-16,1.1102230246251563e-16,1.0,0.0041192122944626,0.0020596061472313,0.0022783631024146,0.3402351562499999,0.25,1,0.0123750297960933,0.0061875148980466,0.0,1.0,0.25,0.948266306112417,0.95,0.9524953766353004,0.9524953766353004,not_evaluated,True,positive-family PASS (mode=safe_active_no_distortion),safe_active_no_distortion
A,"{""L"": 4, ""R"": 5.0, ""gamma"": 0.95, ""p_transit"": 0.95, ""shape"": ""flat"", ""stochastic"": true}",0.9768645917300374,0.9768645917300374,5.0,0.965,"[0.9554925, 0.9554925, 0.9554925, 0.965]",1,4,0.95,8.881784197001252e-16,1.7763568394002506e-16,1.0,0.0039230636818754,0.000784612736375,0.0019104827007152,0.2330632812499999,0.25,1,0.0262328038693198,0.0052465607738639,0.0,1.0,0.25,0.9480895172992848,0.95,0.95,0.95,not_evaluated,True,positive-family PASS (mode=safe_active_no_distortion),safe_active_no_distortion
A,"{""L"": 4, ""R"": 10.0, ""gamma"": 0.95, ""p_transit"": 0.95, ""shape"": ""flat"", ""stochastic"": true}",1.9537291834600747,1.9537291834600747,10.0,0.965,"[0.9554925, 0.9554925, 0.9554925, 0.965]",1,4,0.95,1.7763568394002505e-15,1.7763568394002506e-16,1.0,0.0039230636818754,0.0003923063681875,0.0019104827007152,0.2330632812499999,0.25,1,0.0524656077386396,0.0052465607738639,0.0,1.0,0.25,0.9480895172992848,0.95,0.95,0.95,not_evaluated,True,positive-family PASS (mode=safe_active_no_distortion),safe_active_no_distortion
A,"{""L"": 4, ""R"": 10.0, ""bump_center"": 2, ""bump_strength"": 0.5, ""bump_width"": 1.0, ""gamma"": 0.95, ""p_transit"": 0.95, ""shape"": ""one_bump"", ""stochastic"": true}",1.9557013383610515,1.955701338361051,10.0,0.965,"[0.9554925, 0.9554925, 0.9570270356273771, 0.965]",1,4,0.95,8.881784197001252e-16,8.881784197001253e-17,1.0,0.0039612709931461,0.0003961270993146,0.0021743168110864,0.3402351562499999,0.25,1,0.0609340580235029,0.0060934058023502,0.0,1.0,0.25,0.9483161285334556,0.95,0.9522796558372604,0.9522796558372604,not_evaluated,True,positive-family PASS (mode=safe_active_no_distortion),safe_active_no_distortion
A,"{""L"": 4, ""R"": 50.0, ""bump_center"": 2, ""bump_strength"": 0.5, ""bump_width"": 1.0, ""gamma"": 0.95, ""p_transit"": 0.95, ""shape"": ""one_bump"", ""stochastic"": true}",9.770618072201348,9.770618072201348,50.0,0.965,"[0.9554925, 0.9554925, 0.9570522078993509, 0.965]",1,4,0.95,7.105427357601002e-15,1.4210854715202004e-16,1.0,0.003930591526008,7.861183052016147e-05,0.0021595350744065,0.3402351562499999,0.25,1,0.3047120155570155,0.0060942403111403,0.0,1.0,0.25,0.9483312357733072,0.95,0.952287821259421,0.952287821259421,not_evaluated,True,positive-family PASS (mode=safe_active_no_distortion),safe_active_no_distortion
A,"{""L"": 4, ""R"": 100.0, ""gamma"": 0.95, ""p_transit"": 0.95, ""ramp_amplitude"": 0.5, ""shape"": ""ramp"", ""stochastic"": true}",19.555521854094547,19.555521854094547,100.0,0.965,"[0.9554925, 0.9554925, 0.9554925, 0.965]",1,4,0.95,1.4210854715202004e-14,1.4210854715202004e-16,1.0,0.0039421733962884,3.942173396288497e-05,0.0019197910209171,0.2330632812499999,0.25,1,0.5246778549965114,0.0052467785499651,0.0,1.0,0.25,0.9480802089790829,0.95,0.95,0.95,not_evaluated,True,positive-family PASS (mode=safe_active_no_distortion),safe_active_no_distortion
