run_id,env,method,seed,episode,phase,beta_raw,beta_deployed,return,length,epsilon,alignment_rate,mean_signed_alignment,mean_advantage,mean_abs_advantage,mean_d_eff,median_d_eff,frac_d_eff_below_gamma,frac_d_eff_above_one,bellman_residual,td_target_abs_max,q_abs_max,catastrophic,success,regret,shift_event,divergence_event
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,0,biased_exploitable,-0.700157838870785,-0.700157838870785,4.0,20,1.0,0.0,0.0,-0.07310673875624998,0.5844019974999999,0.9499999999999998,0.95,0.0,0.0,0.6017332329935497,1.470273690684375,0.5925498128746876,0,0,-4.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,1,biased_exploitable,-1.998420620518067,-1.998420620518067,-4.0,20,0.99981,0.75,0.5486872799894777,-0.7836622680314497,0.968595364317196,0.7084667890530952,0.6966036366909156,0.75,0.25,0.8275962197068836,1.6261978838549873,0.396115949627421,0,0,4.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,2,biased_exploitable,-1.9657336789504187,-1.9657336789504187,0.0,20,0.99962,0.6,0.9495062275993161,-0.47512831775783415,0.8908022244286314,0.7142479943439135,0.5353515964581539,0.6,0.4,0.8153711992266285,1.521597993644246,0.7758707907763405,0,0,0.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,3,biased_exploitable,-1.9983140912584678,-1.9983140912584678,5.0,20,0.99943,0.75,1.5276352025664344,-0.7771323343160594,0.865391197688177,0.5189158724213284,0.41037619034476475,0.75,0.2,0.8199692685514707,2.285178693733282,1.4517535185699901,0,0,-5.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,4,biased_exploitable,-1.999969804849533,-1.999969804849533,6.0,20,0.99924,1.0,2.356834827535041,-1.179411603933989,1.179411603933989,0.2501161289502973,0.15962455062769593,1.0,0.0,0.8321949425172954,2.411034239092817,1.8086915959737258,0,0,-6.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,5,biased_exploitable,-1.9999999431123583,-1.9999999431123583,0.0,20,0.99905,0.95,3.613641854437988,-1.8068482062457238,1.906848206245724,0.18091612020792996,0.04150298380676529,0.95,0.05,0.9614397831591017,2.479339354731141,1.8863633104913888,0,0,0.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,6,biased_exploitable,-1.9999996782118064,-1.9999996782118064,3.0,20,0.99886,0.95,3.2671332215799955,-1.6335666572548753,1.7335666572548754,0.20745069019302323,0.046538902371309115,0.95,0.05,1.0395906707701004,2.4822984628778904,1.7789667440297785,0,0,-3.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,7,biased_exploitable,-1.9999992797026345,-1.9999992797026345,4.0,20,0.99867,0.95,3.10597867694043,-1.5529895883370721,1.652989588337072,0.22050610921084685,0.05154320419986434,0.95,0.05,1.0032154914881608,2.4732207465164615,1.8646788212412118,0,0,-4.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,8,biased_exploitable,-1.9999999303899894,-1.9999999303899894,0.0,20,0.99848,1.0,3.5733290720391198,-1.7866651794846704,1.7866651794846704,0.13994226610426158,0.08837095901178571,1.0,0.0,0.9618866472472337,2.4891470002614873,1.4981857994648835,0,0,0.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,9,biased_exploitable,-1.9999994390499445,-1.9999994390499445,1.0,20,0.99829,1.0,3.155985526894656,-1.5779928183693765,1.5779928183693765,0.14699940008722825,0.07566999646035971,1.0,0.0,0.5948554358564262,2.428797584745783,1.7362504423830991,0,0,-1.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,10,biased_exploitable,-1.9999997278187094,-1.9999997278187094,3.0,20,0.9981,0.95,3.300617429501861,-1.6503091776214434,1.6503091776214434,0.17086794309463127,0.04726058682603568,1.0,0.0,0.7123548608935453,2.4894158718485433,2.0747398277804727,0,0,-3.0,0,0
headline-rps-adaptive_beta-s0-195755773,rps,adaptive_beta,0,11,biased_exploitable,-1.9999999925980905,-1.9999999925980905,1.0,20,0.99791,1.0,4.021563889645998,-2.0107822184716495,2.0107822184716495,0.08673278373757476,0.027759565919055717,1.0,0.0,0.5888520340888396,2.5242489033546893,2.206093080378292,0,0,-1.0,0,0
