stage,game,cell,method,beta,gamma,seed,is_baseline,return_AUC,headline_AUC,return_last200,align_last200,q_abs_max_max,divergence_event_sum
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.75,-0.75,0.8,9,False,57174.0,57174.0,8.2,0.6465,2.0644204298513045,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.75,-0.75,0.8,0,False,56620.0,56620.0,7.98,0.573,2.0539104979434732,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.75,-0.75,0.8,7,False,56074.0,56074.0,7.82,0.6255,2.067093014641807,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,2,False,35194.0,35194.0,5.05,0.098,730.106829946628,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,5,False,32662.0,32662.0,5.7,0.09050000000000001,811.3288884136322,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,4,False,31148.0,31148.0,4.19,0.09574999999999999,770.1700407642886,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,3,False,31842.0,31842.0,6.4,0.08850000000000001,741.9929975873156,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,6,False,28404.0,28404.0,4.21,0.10100000000000002,775.7306968699132,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,1,False,33964.0,33964.0,5.64,0.0975,882.2345485425318,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,8,False,33706.0,33706.0,6.67,0.0925,747.456229519,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,9,False,35196.0,35196.0,5.38,0.0925,860.6736306895297,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,0,False,34686.0,34686.0,5.15,0.09525,739.8383037957312,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.5,0.5,0.8,7,False,33692.0,33692.0,3.66,0.09375,848.2307390417483,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,2,False,55040.0,55040.0,7.28,0.113,4.775077328424121,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,5,False,56456.0,56456.0,7.7,0.1015,4.817215961278674,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,4,False,55338.0,55338.0,7.36,0.11800000000000001,4.7855165952042205,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,3,False,55858.0,55858.0,7.7,0.09975000000000002,4.68912856151775,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,6,False,56044.0,56044.0,7.12,0.12675,4.763205542248073,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,1,False,56254.0,56254.0,8.02,0.11125,4.718963314143012,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,8,False,56468.0,56468.0,7.85,0.10899999999999999,4.872236360981241,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,9,False,56906.0,56906.0,8.21,0.10925000000000001,4.738713268556998,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,0,False,56070.0,56070.0,7.8,0.11100000000000002,4.674810673283383,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.2,0.2,0.8,7,False,55494.0,55494.0,7.63,0.115,4.617607573050614,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,2,False,12030.0,12030.0,1.76,0.07125,29005.205112757332,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,5,False,12116.0,12116.0,1.06,0.06075,28866.744417283895,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,4,False,8838.0,8838.0,1.74,0.063,29209.2895209714,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,3,False,7350.0,7350.0,-0.54,0.067,27996.051213965973,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,6,False,13184.0,13184.0,1.74,0.06875,29649.573350306353,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,1,False,6606.0,6606.0,-0.3,0.065,29306.565134332566,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,8,False,13040.0,13040.0,1.77,0.06425,29540.170121170977,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,9,False,9904.0,9904.0,2.74,0.0665,28877.757331739653,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,0,False,10036.0,10036.0,3.05,0.06000000000000001,28977.528651755587,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+2.0,2.0,0.8,7,False,8486.0,8486.0,2.57,0.06375,30040.41148067963,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,2,False,55770.0,55770.0,7.39,0.0,2.803439510646891,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,5,False,56628.0,56628.0,7.7,0.0,2.8986210111822164,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,4,False,55668.0,55668.0,7.45,0.0,2.7367505102965044,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,3,False,56380.0,56380.0,7.71,0.0,2.8955823000799996,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,6,False,56232.0,56232.0,7.17,0.0,2.78993560849049,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,1,False,56446.0,56446.0,8.07,0.0,2.802871443337804,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,8,False,56942.0,56942.0,7.82,0.0,2.9277605106579276,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,9,False,57132.0,57132.0,8.2,0.0,2.878121310549571,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,0,False,56574.0,56574.0,7.97,0.0,2.7728593307855007,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,vanilla,0.0,0.8,7,False,55894.0,55894.0,7.67,0.0,2.753445062305613,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,2,False,21618.0,21618.0,2.26,0.08975000000000001,3706.1020806934966,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,5,False,26408.0,26408.0,1.37,0.085,4151.618401287293,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,4,False,19900.0,19900.0,1.48,0.08600000000000002,4005.9815121120114,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,3,False,25682.0,25682.0,1.72,0.08324999999999999,3740.109976444008,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,6,False,22192.0,22192.0,1.54,0.09375,4099.118678304899,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,1,False,23358.0,23358.0,2.9,0.08475000000000002,4292.015369438226,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,8,False,24840.0,24840.0,4.06,0.08525,4120.319059470417,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,9,False,26242.0,26242.0,5.07,0.08425,4021.365841978527,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,0,False,24778.0,24778.0,3.69,0.086,3722.724200639503,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.75,0.75,0.8,7,False,22876.0,22876.0,3.11,0.08525,4141.788451742717,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,2,False,55808.0,55808.0,7.38,0.8647499999999999,2.596434515937116,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,5,False,56646.0,56646.0,7.71,0.86575,2.6623496853310695,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,4,False,55734.0,55734.0,7.47,0.8444999999999999,2.5044565238110326,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,3,False,56422.0,56422.0,7.76,0.8759999999999999,2.655854715503363,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,6,False,56356.0,56356.0,7.18,0.8375,2.568116947597673,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,1,False,56444.0,56444.0,8.06,0.86675,2.5736068616860837,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,8,False,56994.0,56994.0,7.81,0.862,2.660935266389261,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,9,False,57148.0,57148.0,8.2,0.866,2.6256096634148887,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,0,False,56604.0,56604.0,7.97,0.85425,2.5577255708629183,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.1,-0.1,0.8,7,False,55926.0,55926.0,7.63,0.85625,2.5608224139043223,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,2,False,55766.0,55766.0,7.33,0.41550000000000004,1.9126953469773778,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,5,False,56608.0,56608.0,7.71,0.406,1.9577233093344477,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,4,False,55668.0,55668.0,7.45,0.38549999999999995,1.79040337566803,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,3,False,56346.0,56346.0,7.78,0.36075,1.919469289133795,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,6,False,56434.0,56434.0,7.18,0.3390000000000001,1.8639004107123611,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,1,False,56564.0,56564.0,8.09,0.41725,1.8211836762839784,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,8,False,57010.0,57010.0,7.81,0.45049999999999996,1.9318869341307932,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,9,False,57100.0,57100.0,8.21,0.4465,1.8946913912631895,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,0,False,56528.0,56528.0,7.98,0.38125,1.8544045175072168,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-1.35,-1.35,0.8,7,False,56028.0,56028.0,7.83,0.43799999999999994,1.8826341710445633,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,2,False,55726.0,55726.0,7.38,0.122,2.9539278557286157,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,5,False,56646.0,56646.0,7.69,0.11425,3.0782795942067653,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,4,False,55658.0,55658.0,7.44,0.1305,2.905670046733663,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,3,False,56352.0,56352.0,7.76,0.11025,3.0777927099613844,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,6,False,56182.0,56182.0,7.17,0.1435,2.996735065780619,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,1,False,56426.0,56426.0,8.05,0.11975000000000001,2.964886634531624,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,8,False,56912.0,56912.0,7.82,0.12025000000000001,3.1278077372042863,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,9,False,57106.0,57106.0,8.2,0.12025000000000001,3.0700856881842737,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,0,False,56522.0,56522.0,7.97,0.12425000000000001,2.933516120976774,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.05,0.05,0.8,7,False,55884.0,55884.0,7.67,0.12875,2.8944269097984723,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,2,False,17590.0,17590.0,3.15,0.0855,8620.549985397382,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,5,False,19230.0,19230.0,3.03,0.07675000000000001,9035.044943045672,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,4,False,18690.0,18690.0,0.6,0.08100000000000002,8905.541043433022,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,3,False,20574.0,20574.0,3.0,0.07775,8318.572449614461,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,6,False,16534.0,16534.0,2.12,0.08925000000000001,9054.048801989846,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,1,False,15560.0,15560.0,2.6,0.07675000000000001,9103.822728111329,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,8,False,19786.0,19786.0,3.37,0.077,9243.651785165323,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,9,False,18464.0,18464.0,3.27,0.08025,8951.69627334953,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,0,False,17702.0,17702.0,1.68,0.07900000000000001,8583.161973789911,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.0,1.0,0.8,7,False,21246.0,21246.0,2.99,0.07775,9261.242252055903,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,2,False,12586.0,12586.0,0.71,0.07300000000000001,23250.5248752778,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,5,False,14050.0,14050.0,1.61,0.06425,23395.396127037755,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,4,False,11398.0,11398.0,0.43,0.066,23597.402084578098,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,3,False,15568.0,15568.0,2.64,0.06924999999999999,22526.400222046657,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,6,False,12760.0,12760.0,1.77,0.076,24039.452332903707,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,1,False,13354.0,13354.0,1.42,0.06775,23814.436171392197,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,8,False,8454.0,8454.0,0.93,0.06525,24014.53010356113,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,9,False,14754.0,14754.0,1.68,0.0695,23567.46365870857,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,0,False,13230.0,13230.0,2.25,0.06325,23463.203969822363,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.7,1.7,0.8,7,False,13172.0,13172.0,1.38,0.066,24189.81481809769,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,2,False,46818.0,46818.0,6.86,0.10525000000000001,75.21128590320835,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,5,False,45450.0,45450.0,6.26,0.09425,81.09650989922095,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,4,False,45542.0,45542.0,6.49,0.10525000000000002,79.78506946271351,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,3,False,45472.0,45472.0,5.46,0.09300000000000001,80.2843938262543,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,6,False,45246.0,45246.0,6.17,0.11,83.51002313207117,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,1,False,45944.0,45944.0,6.79,0.10550000000000001,86.83007889290822,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,8,False,48022.0,48022.0,7.61,0.1,84.39984960367481,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,9,False,46794.0,46794.0,5.9,0.1005,88.98226749232197,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,0,False,46850.0,46850.0,6.2,0.10375,79.34125370902007,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.35,0.35,0.8,7,False,44058.0,44058.0,5.66,0.10225,83.45330259882043,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,2,False,17008.0,17008.0,1.56,0.08175,15852.463756941504,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,5,False,14182.0,14182.0,1.43,0.0685,16470.485355612138,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,4,False,13858.0,13858.0,0.63,0.07675000000000001,16433.591249938047,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,3,False,17320.0,17320.0,2.27,0.07275000000000001,15600.858587358165,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,6,False,15716.0,15716.0,1.55,0.08349999999999999,16731.581537158607,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,1,False,12686.0,12686.0,0.66,0.07100000000000001,16568.02325929065,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,8,False,11798.0,11798.0,-1.1,0.068,16857.02094672223,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,9,False,16628.0,16628.0,4.37,0.073,16501.458921906316,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,0,False,16260.0,16260.0,2.62,0.069,16244.108451724347,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+1.35,1.35,0.8,7,False,14488.0,14488.0,2.88,0.0725,16908.39827302494,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,2,False,55820.0,55820.0,7.35,0.87075,2.6881766817418553,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,5,False,56628.0,56628.0,7.7,0.87375,2.765695357993953,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,4,False,55670.0,55670.0,7.45,0.856,2.607270635994486,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,3,False,56448.0,56448.0,7.76,0.8817499999999998,2.7609444529796043,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,6,False,56356.0,56356.0,7.17,0.84625,2.6669260886657633,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,1,False,56450.0,56450.0,8.07,0.87175,2.676627581217655,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,8,False,56970.0,56970.0,7.82,0.8705000000000002,2.7732748516445414,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,9,False,57150.0,57150.0,8.2,0.87125,2.7360593818884205,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,0,False,56570.0,56570.0,7.97,0.8642500000000001,2.652178198390458,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.05,-0.05,0.8,7,False,55928.0,55928.0,7.64,0.8632500000000001,2.645827172993403,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,2,False,55838.0,55838.0,7.34,0.7915000000000001,2.316628778036594,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,5,False,56694.0,56694.0,7.71,0.7872499999999999,2.3584145925727724,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,4,False,55790.0,55790.0,7.46,0.7315,2.1944993264989217,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,3,False,56466.0,56466.0,7.77,0.79425,2.344109996110763,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,6,False,56462.0,56462.0,7.21,0.7194999999999999,2.274229752556815,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,1,False,56646.0,56646.0,8.07,0.7982499999999999,2.2531201801059266,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,8,False,57064.0,57064.0,7.83,0.7857499999999998,2.3397014688658575,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,9,False,57174.0,57174.0,8.19,0.80775,2.3002423849965052,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,0,False,56636.0,56636.0,7.99,0.765,2.271758447299166,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_-0.35,-0.35,0.8,7,False,56064.0,56064.0,7.79,0.7969999999999999,2.289083254957863,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.1,0.1,0.8,2,False,55678.0,55678.0,7.37,0.11925,3.1603324955599286,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.1,0.1,0.8,5,False,56618.0,56618.0,7.7,0.10900000000000003,3.3389453197594383,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.1,0.1,0.8,4,False,55592.0,55592.0,7.42,0.126,3.1377915769678335,0
m7_1_tier2_tab_redispatch_10seeds,rules_of_road,RR-StationaryConvention,fixed_beta_+0.1,0.1,0.8,3,False,56260.0,56260.0,7.76,0.10675000000000001,3.3419224630995883,0
