stage,game,cell,method,beta,gamma,seed,is_baseline,return_AUC,headline_AUC,return_last200,align_last200,q_abs_max_max,divergence_event_sum
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-2.0,-2.0,0.6,0,False,10000.0,270202.93171022943,1.0,0.9800000000000003,0.6219458762872123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-2.0,-2.0,0.6,7,False,10000.0,270202.93171022943,1.0,0.9800000000000003,0.6219458762872123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,2,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,5,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,4,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,3,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,6,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,1,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,8,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,9,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,0,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.75,-0.75,0.8,7,False,10000.0,264938.7033890146,1.0,0.9800000000000003,0.8325793706482123,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,2,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,5,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,4,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,3,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,6,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,1,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,8,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,9,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,0,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.5,0.5,0.8,7,False,10000.0,262705.20749209705,1.0,0.019999999999999997,1.1080054550699763,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,2,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,5,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,4,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,3,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,6,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,1,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,8,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,9,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,0,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.2,0.2,0.8,7,False,10000.0,263709.3551803728,1.0,0.019999999999999997,1.0440453621197023,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,2,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,5,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,4,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,3,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,6,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,1,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,8,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,9,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,0,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+2.0,2.0,0.8,7,False,10000.0,74325.84860896914,1.0,0.019999999999999997,1615691889295.5283,9762
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,2,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,5,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,4,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,3,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,6,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,1,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,8,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,9,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,0,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,vanilla,0.0,0.8,7,False,10000.0,264100.12039601896,1.0,0.0,0.9999999999999996,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,2,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,5,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,4,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,3,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,6,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,1,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,8,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,9,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,0,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.75,0.75,0.8,7,False,10000.0,259269.91875755548,1.0,0.019999999999999997,1.1586456760286117,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,2,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,5,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,4,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,3,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,6,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,1,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,8,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,9,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,0,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.1,-0.1,0.8,7,False,10000.0,264255.7085714302,1.0,0.9800000000000003,0.9777044646710986,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,2,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,5,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,4,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,3,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,6,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,1,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,8,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,9,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,0,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-1.35,-1.35,0.8,7,False,10000.0,265319.8828765686,1.0,0.9800000000000003,0.7069796653271561,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,2,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,5,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,4,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,3,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,6,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,1,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,8,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,9,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,0,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.05,0.05,0.8,7,False,10000.0,264013.77226541017,1.0,0.019999999999999997,1.0110894256617153,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,2,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,5,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,4,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,3,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,6,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,1,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,8,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,9,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,0,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.0,1.0,0.8,7,False,10000.0,102472.78666802857,1.0,0.019999999999999997,69811377973.31616,9680
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,2,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,5,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,4,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,3,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,6,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,1,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,8,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,9,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,0,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.7,1.7,0.8,7,False,10000.0,75714.55611515348,1.0,0.019999999999999997,1133147178707.475,9752
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,2,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,5,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,4,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,3,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,6,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,1,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,8,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,9,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,0,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+0.35,0.35,0.8,7,False,10000.0,263303.5709812437,1.0,0.019999999999999997,1.0764021578988587,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,2,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,5,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,4,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,3,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,6,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,1,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,8,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,9,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,0,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_+1.35,1.35,0.8,7,False,10000.0,85046.12697011116,1.0,0.019999999999999997,532592230245.90625,9733
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,2,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,5,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,4,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,3,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,6,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,1,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,8,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,9,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,0,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.05,-0.05,0.8,7,False,10000.0,264180.53134549153,1.0,0.9800000000000003,0.988869432169968,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.35,-0.35,0.8,2,False,10000.0,264571.01773345575,1.0,0.9800000000000003,0.9216053359031933,0
m7_1_tier2_tab_redispatch_10seeds,delayed_chain,DC-Long50,fixed_beta_-0.35,-0.35,0.8,5,False,10000.0,264571.01773345575,1.0,0.9800000000000003,0.9216053359031933,0
