stage,game,subcase,method,beta,gamma,seed,headline_metric,AUC,return_AUC,bellman_residual_AUC,align_final,align_last200,q_abs_max_final,q_abs_max_max,divergence_event_sum,return_final,return_last200,diverged
tier1,matching_pennies,MP-RegretMatching,vanilla,0.0,0.95,3,cumulative_return_auc,34318.0,34318.0,1055.9988420818502,0.0,0.0,3.335332796830751,5.902325036788168,0,0.0,4.47,False
tier1,matching_pennies,MP-RegretMatching,vanilla,0.0,0.95,4,cumulative_return_auc,34107.0,34107.0,1025.0650516163105,0.0,0.0,3.456495506524616,5.6718147929470994,0,2.0,4.28,False
tier1,matching_pennies,MP-RegretMatching,vanilla,0.0,0.95,5,cumulative_return_auc,34358.0,34358.0,1077.282525705966,0.0,0.0,3.4529570819443243,6.088375814462919,0,6.0,4.42,False
tier1,matching_pennies,MP-RegretMatching,vanilla,0.0,0.95,6,cumulative_return_auc,33886.0,33886.0,1050.7723786188808,0.0,0.0,3.3369406941017905,6.445944037971126,0,6.0,4.9,False
tier1,matching_pennies,MP-RegretMatching,vanilla,0.0,0.95,7,cumulative_return_auc,34370.0,34370.0,1056.763606606994,0.0,0.0,3.6204683943078835,5.91663765587195,0,2.0,4.43,False
tier1,matching_pennies,MP-RegretMatching,vanilla,0.0,0.95,8,cumulative_return_auc,34099.0,34099.0,1063.2673589976423,0.0,0.0,3.2586468744087504,5.6362451148734225,0,6.0,4.06,False
tier1,matching_pennies,MP-RegretMatching,vanilla,0.0,0.95,9,cumulative_return_auc,35060.0,35060.0,1057.6436273494614,0.0,0.0,3.3142065846329887,5.9215814256536525,0,8.0,4.2,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,0,cumulative_return_auc,33516.0,33516.0,1683.4449811320042,0.1,0.18100000000000002,3.582545460110005,10.274712418816671,0,2.0,3.87,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,1,cumulative_return_auc,33599.0,33599.0,1657.2697911040868,0.05,0.13824999999999998,3.7733166818984643,10.136412346582155,0,2.0,4.16,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,2,cumulative_return_auc,33624.0,33624.0,1681.4915455282965,0.25,0.16424999999999998,3.368206006943543,9.555104053954445,0,6.0,3.55,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,3,cumulative_return_auc,33656.0,33656.0,1661.0778954852303,0.0,0.14225,3.9530536264622715,9.581768254112246,0,-4.0,3.84,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,4,cumulative_return_auc,34589.0,34589.0,1613.9470739142457,0.2,0.18099999999999997,4.1883331510992035,9.225182196592742,0,2.0,4.27,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,5,cumulative_return_auc,33464.0,33464.0,1680.2034470487326,0.15,0.13899999999999998,3.6309416803441694,10.309852816077578,0,-2.0,4.27,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,6,cumulative_return_auc,32978.0,32978.0,1694.673688691928,0.25,0.1155,3.6831664775516235,10.27374984693739,0,10.0,3.93,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,7,cumulative_return_auc,33555.0,33555.0,1646.38134266844,0.0,0.12825,4.689568223134083,9.272792815576196,0,-8.0,4.62,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,8,cumulative_return_auc,34176.0,34176.0,1696.5151985044808,0.15,0.15200000000000002,4.0401717981079175,9.636846038554967,0,4.0,4.34,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.05,0.05,0.95,9,cumulative_return_auc,34802.0,34802.0,1681.4175804759573,0.2,0.15625,3.2648679778411513,9.869514077148121,0,8.0,3.43,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,0,cumulative_return_auc,34176.0,34176.0,2490.4221280647826,0.2,0.134,5.129599836306669,43.60442493653176,0,6.0,3.52,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,1,cumulative_return_auc,33334.0,33334.0,2475.942758875445,0.15,0.146,5.725931737157788,35.01516146999239,0,0.0,3.91,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,2,cumulative_return_auc,32396.0,32396.0,2486.9031633219734,0.15,0.147,5.695167414469262,35.509532601719314,0,10.0,4.46,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,3,cumulative_return_auc,33567.0,33567.0,2525.5248407688973,0.1,0.12775000000000003,5.827271979860006,41.40574655966411,0,2.0,3.64,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,4,cumulative_return_auc,33386.0,33386.0,2504.019264094014,0.2,0.135,6.941099106212674,33.93732383553853,0,0.0,4.53,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,5,cumulative_return_auc,32491.0,32491.0,2530.0836697915515,0.1,0.16975,5.122083593829606,40.30944459917483,0,0.0,3.94,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,6,cumulative_return_auc,33762.0,33762.0,2513.198001362626,0.2,0.13175,7.403893437528289,35.03939988778423,0,6.0,3.92,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,7,cumulative_return_auc,32429.0,32429.0,2600.4287842572994,0.25,0.14150000000000001,6.053612915678927,32.94730714693373,0,0.0,3.91,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,8,cumulative_return_auc,33277.0,33277.0,2492.3485301413602,0.2,0.13774999999999998,5.879710668697994,41.89652740835341,0,2.0,4.12,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.1,0.1,0.95,9,cumulative_return_auc,33042.0,33042.0,2520.117587141657,0.15,0.12875,5.8944711706743815,42.55935554654528,0,8.0,4.29,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,0,cumulative_return_auc,30420.0,30420.0,-2047.973903542235,0.05,0.14725,53.214447721913345,1286.7181004160363,0,10.0,4.0,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,1,cumulative_return_auc,29329.0,29329.0,-2341.605850085577,0.05,0.12375,56.301930773160386,1154.1281121245033,0,-6.0,3.95,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,2,cumulative_return_auc,29369.0,29369.0,-2394.5261376984363,0.1,0.12675,65.93569974221897,1049.135773546274,0,0.0,3.37,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,3,cumulative_return_auc,31554.0,31554.0,-938.5254655877843,0.0,0.1145,128.6413252123281,1019.1802294288827,0,0.0,4.44,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,4,cumulative_return_auc,31394.0,31394.0,-2897.3669544087666,0.2,0.11574999999999999,118.46844677692785,1393.303550545728,0,4.0,4.23,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,5,cumulative_return_auc,29614.0,29614.0,-1427.6247143885605,0.15,0.12375,70.4028880570268,1028.2459048130252,0,6.0,4.44,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,6,cumulative_return_auc,30188.0,30188.0,-1426.0727332227755,0.2,0.11274999999999999,111.11638211106954,1046.0979015518606,0,6.0,3.72,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,7,cumulative_return_auc,28624.0,28624.0,-1164.323042570974,0.15,0.12274999999999998,46.08267607783086,871.5213676371027,0,2.0,3.91,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,8,cumulative_return_auc,30431.0,30431.0,-2835.0649488573526,0.05,0.138,33.77706771419615,1415.2170796962782,0,2.0,4.27,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.2,0.2,0.95,9,cumulative_return_auc,29501.0,29501.0,-2080.001685018953,0.1,0.11674999999999999,41.305986641947634,1600.9188928887604,0,6.0,3.49,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,0,cumulative_return_auc,23424.0,23424.0,-18282.79862387848,0.15,0.09900000000000002,1279.1286758154554,8894.570017032398,0,6.0,3.71,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,1,cumulative_return_auc,23142.0,23142.0,-20326.234270864137,0.15,0.11525,1461.3140424800315,7466.491113666352,0,8.0,3.09,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,2,cumulative_return_auc,26156.0,26156.0,-17710.932251533042,0.1,0.11175,1577.0714131318064,8397.73049601189,0,2.0,3.83,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,3,cumulative_return_auc,24280.0,24280.0,-17826.369205365507,0.15,0.09125,3194.6604403805336,8301.845671511417,0,4.0,2.77,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,4,cumulative_return_auc,25268.0,25268.0,-17623.186554445383,0.15,0.10525000000000001,1788.5380016363615,10346.989729453393,0,4.0,3.91,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,5,cumulative_return_auc,23954.0,23954.0,-17542.117214253354,0.1,0.10075,2643.872798885947,7680.436256757897,0,6.0,3.17,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,6,cumulative_return_auc,23808.0,23808.0,-17948.415081199433,0.2,0.10100000000000002,1711.4418219197428,8529.824991446862,0,10.0,3.61,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,7,cumulative_return_auc,22950.0,22950.0,-18210.689505633545,0.1,0.0955,1236.4288075171892,6894.314012994273,0,6.0,3.51,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,8,cumulative_return_auc,23582.0,23582.0,-17988.044942269644,0.05,0.11599999999999999,1798.1264277136054,9065.594032233865,0,-4.0,3.36,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.35,0.35,0.95,9,cumulative_return_auc,25205.0,25205.0,-18911.426169110386,0.15,0.11375,1297.0009060125324,10786.749666854606,0,2.0,3.17,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,0,cumulative_return_auc,19316.0,19316.0,-28227.06598565424,0.05,0.07925,8958.852103081286,24764.237868552515,0,2.0,2.26,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,1,cumulative_return_auc,19598.0,19598.0,-27507.9756769919,0.15,0.10275000000000001,10436.43498996116,20854.733236872595,0,4.0,2.1,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,2,cumulative_return_auc,20193.0,20193.0,-26797.327218805804,0.05,0.08600000000000002,9557.804809949192,22523.49915748253,0,0.0,2.13,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,3,cumulative_return_auc,22018.0,22018.0,-26667.799055212665,0.1,0.1075,5230.5582597033945,22798.975029204477,0,4.0,2.78,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,4,cumulative_return_auc,20246.0,20246.0,-27988.161856835497,0.15,0.11925000000000001,10725.760915945442,22020.212769716196,0,0.0,1.32,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,5,cumulative_return_auc,20999.0,20999.0,-25605.240215487684,0.1,0.09700000000000002,8166.456638630567,19524.53204544413,0,4.0,3.29,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,6,cumulative_return_auc,19085.0,19085.0,-26640.145980417037,0.2,0.0955,10289.93790378864,20477.483663621264,0,4.0,3.03,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,7,cumulative_return_auc,20248.0,20248.0,-26723.02594451172,0.1,0.09200000000000001,10924.954262753425,18236.98894709308,0,2.0,2.11,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,8,cumulative_return_auc,20394.0,20394.0,-25757.758471968293,0.1,0.10200000000000001,6196.684864045918,21119.399123896994,0,4.0,2.48,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.5,0.5,0.95,9,cumulative_return_auc,18836.0,18836.0,-27783.866719571506,0.15,0.0955,6953.033774912205,24317.06581850942,0,4.0,2.64,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,0,cumulative_return_auc,11887.0,11887.0,-36880.58919799395,0.1,0.07825,34579.05757776789,49209.83184032473,0,4.0,1.37,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,1,cumulative_return_auc,16415.0,16415.0,-35622.512151637115,0.1,0.086,26492.97156957019,50354.49868985509,0,2.0,2.37,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,2,cumulative_return_auc,17000.0,17000.0,-34784.47071261131,0.1,0.08675000000000001,25466.8270635698,48443.94371578535,0,2.0,2.86,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,3,cumulative_return_auc,14455.0,14455.0,-37707.313157183366,0.0,0.08750000000000002,30032.880569561592,54869.24856525323,0,-6.0,2.21,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,4,cumulative_return_auc,17723.0,17723.0,-33465.67728885183,0.1,0.08975,24938.41222784595,47905.24463439877,0,6.0,2.55,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,5,cumulative_return_auc,11969.0,11969.0,-37235.404094704296,0.1,0.09225000000000001,28457.225356949548,53846.286277866384,0,-4.0,1.25,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,6,cumulative_return_auc,12268.0,12268.0,-38145.80047188621,0.1,0.08375,25786.197839966248,52224.45658243396,0,6.0,2.01,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,7,cumulative_return_auc,16940.0,16940.0,-33986.8611040666,0.05,0.08075000000000002,31476.284560388707,44856.467143644724,0,-2.0,1.63,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,8,cumulative_return_auc,14582.0,14582.0,-34283.70279059032,0.1,0.079,24138.297115605645,52036.52631260104,0,4.0,1.46,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+0.75,0.75,0.95,9,cumulative_return_auc,16806.0,16806.0,-34090.29437086799,0.1,0.08375,27247.993494854523,49850.22080803555,0,4.0,1.8,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,0,cumulative_return_auc,12712.0,12712.0,-41227.08179837889,0.05,0.07375,56095.13143713084,88476.33499932467,0,6.0,2.47,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,1,cumulative_return_auc,10723.0,10723.0,-39636.304369133024,0.0,0.07024999999999999,71856.41889665305,80023.4885923364,0,-6.0,0.84,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,2,cumulative_return_auc,11940.0,11940.0,-40008.503358872535,0.1,0.083,38974.11754304702,81721.91812386896,0,2.0,2.17,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,3,cumulative_return_auc,13537.0,13537.0,-38463.76834431373,0.0,0.0845,60885.54238006878,81225.49395770904,0,-6.0,0.41,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,4,cumulative_return_auc,11486.0,11486.0,-41461.35293820241,0.05,0.068,53718.51037602033,83057.90551697357,0,0.0,1.42,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,5,cumulative_return_auc,11611.0,11611.0,-41046.11363706413,0.05,0.075,85042.36821448401,86859.903235243,0,0.0,-0.29,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,6,cumulative_return_auc,6725.0,6725.0,-39179.05423362327,0.1,0.07725,63339.56232991466,94272.95509384741,0,12.0,-0.03,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,7,cumulative_return_auc,11440.0,11440.0,-39495.72001566857,0.0,0.0805,46966.61617887554,80688.90958264197,0,-2.0,2.07,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,8,cumulative_return_auc,6354.0,6354.0,-41418.63503556444,0.05,0.07425,102651.44731365297,108236.91356794005,0,4.0,0.24,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.0,1.0,0.95,9,cumulative_return_auc,11200.0,11200.0,-41911.6048616466,0.0,0.07300000000000001,79186.69078801014,84031.13384117982,0,-8.0,0.12,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,0,cumulative_return_auc,4532.0,4532.0,-43506.26406512333,0.1,0.07175000000000001,82235.74839683397,162943.0286023853,0,6.0,2.03,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,1,cumulative_return_auc,4331.0,4331.0,-45126.88437196742,0.1,0.06775,94843.91590747061,149247.3938428174,0,2.0,1.89,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,2,cumulative_return_auc,1615.0,1615.0,-44311.02455265363,0.05,0.04724999999999999,154344.33507619973,155470.86072378236,0,-4.0,-4.29,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,3,cumulative_return_auc,7844.0,7844.0,-43641.10280005251,0.0,0.0725,99442.36647366136,123471.92538783484,0,-4.0,1.12,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,4,cumulative_return_auc,4548.0,4548.0,-45277.11766176477,0.0,0.0665,91295.16951099136,152995.044467873,0,4.0,1.56,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,5,cumulative_return_auc,11147.0,11147.0,-42968.66765628336,0.05,0.06724999999999999,108438.12263852131,122530.46641562649,0,0.0,0.51,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,6,cumulative_return_auc,10104.0,10104.0,-43483.100882570325,0.1,0.0655,91716.63500536249,126207.69183411784,0,10.0,2.37,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,7,cumulative_return_auc,6248.0,6248.0,-42773.16308554181,0.1,0.065,96720.54967328702,132746.25302310556,0,2.0,0.04,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,8,cumulative_return_auc,-1436.0,-1436.0,-44670.44869158951,0.1,0.06849999999999999,100456.2466110109,153132.4623606755,0,0.0,1.63,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.35,1.35,0.95,9,cumulative_return_auc,3750.0,3750.0,-44629.549003346256,0.05,0.07300000000000001,93727.80983615517,159051.65320835126,0,0.0,0.93,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,0,cumulative_return_auc,-7104.0,-7104.0,-45586.59307454406,0.05,0.060500000000000005,139127.52209233784,214612.06027996188,0,-2.0,0.3,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,1,cumulative_return_auc,6857.0,6857.0,-44798.38354014663,0.1,0.06675,123185.28847292028,160678.18356590642,0,2.0,1.57,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,2,cumulative_return_auc,-3174.0,-3174.0,-48509.64661962397,0.0,0.0665,123813.70214146543,208946.10840988907,0,-14.0,1.5,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,3,cumulative_return_auc,6906.0,6906.0,-42811.33752658511,0.1,0.05625,119124.90842316297,163403.2196603268,0,4.0,0.32,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,4,cumulative_return_auc,4282.0,4282.0,-47137.39316829938,0.05,0.0575,167450.29929412922,188554.2614841745,0,-4.0,0.25,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,5,cumulative_return_auc,6053.0,6053.0,-45357.44050821359,0.05,0.05625,163804.67248243588,163804.67248243588,0,0.0,-0.59,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,6,cumulative_return_auc,9190.0,9190.0,-42334.570836611914,0.1,0.0645,130142.92667290666,161215.43698991212,0,10.0,1.56,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,7,cumulative_return_auc,-1067.0,-1067.0,-46143.05405332483,0.0,0.04625,184784.01151265038,202732.9119879949,0,-8.0,-4.2,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,8,cumulative_return_auc,94.0,94.0,-46775.05110947178,0.05,0.0665,118014.29189054036,189854.89188001427,0,-4.0,1.74,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+1.7,1.7,0.95,9,cumulative_return_auc,4809.0,4809.0,-47071.396657693535,0.05,0.052750000000000005,149300.15571612772,182960.6465660972,0,-2.0,-0.57,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,0,cumulative_return_auc,5186.0,5186.0,-46623.94885084723,0.0,0.05425000000000001,139361.56854053604,202160.8746558829,0,-2.0,0.71,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,1,cumulative_return_auc,-4394.0,-4394.0,-46852.9082820975,0.0,0.06,163879.900316911,223797.08269151373,0,-4.0,-0.72,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,2,cumulative_return_auc,-1621.0,-1621.0,-46817.339315949546,0.1,0.0665,165139.7670252439,213467.41563428307,0,8.0,1.08,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,3,cumulative_return_auc,5034.0,5034.0,-46671.51610131495,0.0,0.0635,156592.34557027934,200215.59850763448,0,0.0,2.06,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,4,cumulative_return_auc,3184.0,3184.0,-44588.26147067512,0.05,0.05775,153307.5960934038,186646.08903280675,0,-4.0,1.85,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,5,cumulative_return_auc,-3252.0,-3252.0,-45676.73511001816,0.05,0.06375,208499.38578915026,238641.59395345728,0,2.0,1.24,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,6,cumulative_return_auc,-4481.0,-4481.0,-46717.99874868505,0.1,0.05425,164611.93707189697,240532.0356894829,0,-4.0,1.43,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,7,cumulative_return_auc,6917.0,6917.0,-45792.99572598051,0.05,0.057,166299.8339313143,209640.47210057982,0,4.0,0.7,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,8,cumulative_return_auc,5642.0,5642.0,-46943.45809601752,0.1,0.059750000000000004,148992.43786143785,222999.16853602388,0,4.0,1.72,False
tier1,matching_pennies,MP-RegretMatching,fixed_beta_+2.0,2.0,0.95,9,cumulative_return_auc,1242.0,1242.0,-47268.31452994901,0.05,0.05425,195166.8949938848,206605.17530811945,0,4.0,-1.57,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,0,cumulative_return_auc,50.0,50.0,-38469.60384168652,0.0,0.0695,75719.95593341281,75719.95593341281,0,0.0,0.0,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,1,cumulative_return_auc,-317.0,-317.0,-38642.12376293645,0.0,0.069,74865.7192542326,74865.7192542326,0,8.0,0.14,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,2,cumulative_return_auc,257.0,257.0,-38265.66219855455,0.05,0.06625,73218.54485403818,73219.05806910348,0,4.0,-0.24,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,3,cumulative_return_auc,576.0,576.0,-37983.57470361216,0.05,0.0675,64746.54478216776,76314.42754971467,0,0.0,0.22,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,4,cumulative_return_auc,365.0,365.0,-40856.46758430825,0.1,0.07475000000000001,58773.413948034045,72851.75493928707,0,-2.0,-0.1,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,5,cumulative_return_auc,-271.0,-271.0,-39948.382160509325,0.05,0.066,59318.649602689744,81643.6060842962,0,2.0,-0.05,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,6,cumulative_return_auc,-105.0,-105.0,-39302.57029539866,0.1,0.07225000000000001,63021.3393837924,69939.16698924686,0,-4.0,0.32,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,7,cumulative_return_auc,-288.0,-288.0,-39280.27649924697,0.1,0.07300000000000001,65127.70773741332,75741.91292586466,0,-6.0,-0.58,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,8,cumulative_return_auc,614.0,614.0,-39871.73327298383,0.1,0.076,64415.64560918519,69665.57729285426,0,-6.0,-0.1,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-2.0,-2.0,0.95,9,cumulative_return_auc,-438.0,-438.0,-37898.83250092114,0.05,0.07225000000000001,60563.59819621852,75476.6975081881,0,-2.0,-0.19,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-1.7,-1.7,0.95,0,cumulative_return_auc,543.0,543.0,-36689.407336270095,0.05,0.07100000000000001,54544.866109119044,54544.866109119044,0,6.0,0.36,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-1.7,-1.7,0.95,1,cumulative_return_auc,-108.0,-108.0,-36690.56383742109,0.0,0.0745,51709.1594957001,56846.731578273764,0,10.0,-0.09,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-1.7,-1.7,0.95,2,cumulative_return_auc,63.0,63.0,-35460.92742378893,0.05,0.0765,51356.21365497745,51356.21365497745,0,0.0,0.07,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-1.7,-1.7,0.95,3,cumulative_return_auc,63.0,63.0,-35906.51685352223,0.05,0.0785,45514.040000612644,55029.99694639189,0,2.0,0.03,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-1.7,-1.7,0.95,4,cumulative_return_auc,588.0,588.0,-38249.308484930465,0.15,0.0825,41526.96457164922,53563.94123271793,0,-8.0,-0.45,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-1.7,-1.7,0.95,5,cumulative_return_auc,-730.0,-730.0,-36918.19350543489,0.05,0.07824999999999999,43957.83980174781,59939.460275325924,0,0.0,0.09,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-1.7,-1.7,0.95,6,cumulative_return_auc,171.0,171.0,-36764.09585087886,0.1,0.0805,44133.41812868701,49871.88013725046,0,-8.0,0.12,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-1.7,-1.7,0.95,7,cumulative_return_auc,244.0,244.0,-36552.95278165338,0.1,0.07825000000000001,46376.79662994159,53486.844645769794,0,-6.0,-0.13,False
tier1,matching_pennies,MP-Stationary,fixed_beta_-1.7,-1.7,0.95,8,cumulative_return_auc,-40.0,-40.0,-37888.752199814364,0.05,0.08100000000000002,43487.24296641941,50781.942514863105,0,-6.0,-0.89,False
