run_id,env,method,seed,episode,phase,beta_raw,beta_deployed,return,length,epsilon,alignment_rate,mean_signed_alignment,mean_advantage,mean_abs_advantage,mean_d_eff,median_d_eff,frac_d_eff_below_gamma,frac_d_eff_above_one,bellman_residual,td_target_abs_max,q_abs_max,catastrophic,success,regret,shift_event,divergence_event
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,0,biased_exploitable,-1.0,-1.0,4.0,20,1.0,0.5,0.12781084949965554,-0.12781084949965554,0.7745501204846833,0.9035648122749456,0.8314590156326827,0.55,0.45,0.7374357632016617,1.5211810345438843,0.684283780282584,0,0,-4.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,1,biased_exploitable,-1.0,-1.0,-7.0,20,0.99981,0.75,0.8239248753395376,-0.8239248753395376,1.055067191343658,0.6187859915847744,0.37323180615620727,0.8,0.2,0.7666195590269479,1.3890261894205809,0.6852562613078287,0,0,7.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,2,biased_exploitable,-1.0,-1.0,3.0,20,0.99962,0.6,0.4765836393152726,-0.4765836393152726,0.7959040649595551,0.766047838957493,0.7541498921572685,0.6,0.4,0.8698991320386303,1.7234263518718724,0.6910477738326612,0,0,-3.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,3,biased_exploitable,-1.0,-1.0,-2.0,20,0.99943,0.8,1.0973207212361964,-1.0973207212361964,1.1641197437384911,0.5352596497688374,0.44571352994611746,0.8,0.15,0.6551602220618833,2.1002257629794507,1.2586163814817029,0,0,2.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,4,biased_exploitable,-1.0,-1.0,-5.0,20,0.99924,1.0,1.4954391269401648,-1.4954391269401648,1.4954391269401648,0.3828061378144626,0.39260955743159437,1.0,0.0,0.4762003072289068,2.253448194296759,1.3942179752011308,0,0,5.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,5,biased_exploitable,-1.0,-1.0,-1.0,20,0.99905,0.95,1.6862385678240575,-1.6862385678240575,1.6862385678240575,0.3675055643597594,0.2529986992355458,1.0,0.0,0.4811016772892963,2.567686873904272,1.890108265767892,0,0,1.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,6,biased_exploitable,-1.0,-1.0,4.0,20,0.99886,0.95,1.7025913445729937,-1.7025913445729937,1.8025913445729937,0.36874445004596534,0.3464662609315604,0.95,0.05,0.8418923459426461,2.7429705011227,2.060261857683338,0,0,-4.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,7,biased_exploitable,-1.0,-1.0,-1.0,20,0.99867,0.95,2.1348832527077994,-2.1348832527077994,2.1348832527077994,0.26828082475893367,0.18887942761631166,1.0,0.0,0.7944154920201905,2.801356368508559,2.3457944539280904,0,0,1.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,8,biased_exploitable,-1.0,-1.0,6.0,20,0.99848,0.95,2.0644669723781286,-2.0644669723781286,2.1644669723781282,0.27471397943899456,0.16262032798111414,0.95,0.05,0.4829958361799653,2.9166648292596355,2.4619753373336777,0,0,-6.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,9,biased_exploitable,-1.0,-1.0,0.0,20,0.99829,0.95,2.1235130601920895,-2.1235130601920895,2.2235130601920896,0.26994746683853366,0.17928170782284944,0.95,0.05,0.7985880931446288,2.8642059019055184,1.8776815447450805,0,0,0.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,10,biased_exploitable,-1.0,-1.0,-1.0,20,0.9981,0.95,1.8662385453070065,-1.8662385453070065,1.9662385453070066,0.31599143378468625,0.24823256990087544,0.95,0.05,0.4184017224752578,2.6739939918849753,2.078476611777298,0,0,1.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,11,biased_exploitable,-1.0,-1.0,3.0,20,0.99791,1.0,2.0190785556246142,-2.0190785556246142,2.0190785556246142,0.2649239541742579,0.1809931596046389,1.0,0.0,0.8370729767563272,2.8441066445591905,2.3198119430527315,0,0,-3.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,12,biased_exploitable,-1.0,-1.0,-2.0,20,0.99772,0.95,2.4108374593764315,-2.4108374593764315,2.5108374593764315,0.225865222819254,0.1529094576990208,0.95,0.05,0.5219703403130239,2.8629121551288588,2.3644553728687705,0,0,2.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,13,biased_exploitable,-1.0,-1.0,0.0,20,0.99753,1.0,2.308903912831344,-2.308903912831344,2.308903912831344,0.20274781574172468,0.15318111301614767,1.0,0.0,0.7236401496573037,2.8615166298636474,2.495072720269613,0,0,0.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,14,biased_exploitable,-1.0,-1.0,-2.0,20,0.99734,1.0,2.5636785038314724,-2.5636785038314724,2.5636785038314724,0.17758702283449135,0.13233548190694902,1.0,0.0,0.40669661607432905,2.9289052068756494,2.6882043800277127,0,0,2.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,15,biased_exploitable,-1.0,-1.0,3.0,20,0.99715,1.0,2.487638692040233,-2.487638692040233,2.487638692040233,0.18468176564291744,0.18399114242855114,1.0,0.0,0.38090017773855245,2.9791312116651203,2.4481124023788348,0,0,-3.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,16,biased_exploitable,-1.0,-1.0,6.0,20,0.99696,0.95,2.049632338477398,-2.049632338477398,2.149632338477398,0.26818806564607256,0.16618506803933308,0.95,0.05,0.5730802264428261,2.918879795872716,2.1663048718439666,0,0,-6.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,17,biased_exploitable,-1.0,-1.0,8.0,20,0.99677,0.95,1.8927679061502651,-1.8927679061502651,1.9927679061502652,0.31329511865740994,0.33388901443379326,0.95,0.05,0.6216309158241083,2.892255114042929,2.3976875804372133,0,0,-8.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,18,biased_exploitable,-1.0,-1.0,5.0,20,0.99658,0.95,1.9694059551129492,-1.9694059551129492,2.0694059551129493,0.2942049212233438,0.17305080838298154,0.95,0.05,0.7877447181399098,2.8571250675790782,2.1728867725158194,0,0,-5.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,19,biased_exploitable,-1.0,-1.0,3.0,20,0.99639,1.0,2.0124910791010495,-2.0124910791010495,2.0124910791010495,0.2718917448577822,0.2777371500611262,1.0,0.0,0.7194366210836588,2.8360044862076093,2.288343625064165,0,0,-3.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,20,biased_exploitable,-1.0,-1.0,3.0,20,0.9962,0.95,2.1657041379905726,-2.1657041379905726,2.1657041379905726,0.2590833586699852,0.24178381500075619,1.0,0.0,0.7666132656213455,2.8943023079679473,2.585030193503094,0,0,-3.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,21,biased_exploitable,-1.0,-1.0,-5.0,20,0.99601,1.0,2.6531228685533335,-2.6531228685533335,2.6531228685533335,0.16016267523162075,0.1264896092709953,1.0,0.0,0.6469737236141894,2.915425460061336,2.245555561950951,0,0,5.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,22,biased_exploitable,-1.0,-1.0,-1.0,20,0.99582,1.0,2.203073714539001,-2.203073714539001,2.203073714539001,0.24676126114617242,0.17621339320239382,1.0,0.0,0.7315402599251467,2.81896231128227,2.3876165419222652,0,0,1.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,23,biased_exploitable,-1.0,-1.0,-2.0,20,0.99563,1.0,2.3688045056735385,-2.3688045056735385,2.3688045056735385,0.19940205028185332,0.15553160008033473,1.0,0.0,0.6266728097944083,2.8537359277925085,2.401065221132123,0,0,2.0,0,0
headline-rps-fixed_negative-s11-195917740,rps,fixed_negative,11,24,biased_exploitable,-1.0,-1.0,4.0,20,0.99544,0.95,2.0470263969182967,-2.0470263969182967,2.0470263969182967,0.27793668657643866,0.2531970120032251,1.0,0.0,0.6348494230933689,2.885856729247398,2.3819157151206376,0,0,-4.0,0,0
